CSLUG,CTITLE,SLUG,TITLE,SUBTITLE,SUPPLIER,DEFAULT_PRICE,IS_FG,MIN,MAX,STOCK,,,,
DA,Board,DA0315,รอเปลี่ยน,,,210.28,0,,,,,,,
DA,Board,DA0316,"ไม้ HDF4mm-เปลือย - - 815x2440mm (4""x8"")",,,,0,,,,,,,
DA,Board,DA0317,"ไม้สนนิวซีแลนด์20mm-เปลือย-1200x2740mm (4""x8"")",,,,0,,,,,,,
DA,Board,DA0318,"ไม้โอ๊คท่อน 30mm-เปลือย สีไม้ธรรมชาติ  - 175x3080mm (0.5""x10"")",,,1263.86,0,,,,,,,
DA,Board,DA0319,"ไม้ปาติเกิลบอร์ด PB25mm-เปลือย - - 1200x2400mm (4""x8"")",,,429.91,0,,,,,,,
DA,Board,DA0320,"ไม้อัดโอ๊ค-PW4mm-เปลือย 1200x2400mm. (4""x8"")",,,470.00,0,,,,,,,
DA,Board,DA0321,"ไม้คิ้ว 1"" เปลือย 1200x2400mm (4""x8"")",,,,0,,,,,,,
DA,Board,DA0322,ไม้จริง 4/425mm-- WHITE OAK - 25x152x3050mm.,,,1041.00,0,,,,,,,
DA,Board,DA0323,"ไม้ยางแท้ 1.5""x3x3M",,,,0,,,,,,,
DA,Board,DA0324,"ไม้ HMR12mm-ปิดผิวลามิเนต DXO 5337D 1หน้า 1200x2400mm. (4""x8"")",,,,0,,,,,,,
DA,Board,DA0325,"ไม้ HMR18mm-ปิดผิวลามิเนต DXO 5337D 1หน้า 1200x2400mm. (4""x8"")",,,,0,,,,,,,
DA,Board,DA0326,"ไม้ HDF4mm-ปิดผิววีเนียร์ OAK 2หน้า 1200x2800 (4""x9.3"")",,,,0,,,,,,,
DA,Board,DA0327,"ไม้ HMR12mm-ปิดผิววีเนียร์ OAK 2หน้า 1200x2400mm (4""x8"")",,,,0,,,,,,,
DA,Board,DA0328,"ไม้ HMR18mm-ปิดผิววีเนียร์ OAK 1หน้า 1200x2400mm (4""x8"")",,,,0,,,,,,,
DA,Board,DA0329,"ไม้ MDF6mm-ปิดผิววีเนียร์ OAK 1หน้า 1200x2400mm (4""x8"")",,,,0,,,,,,,
DA,Board,DA0330,"ไม้ MDF12mm ปิดผิววีเนียร์ OAK 1หน้า 1200x2400mm (4""x8"")",,,,0,,,,,,,
DA,Board,DA0331,"ไม้ MDF12mm-ปิดผิววีเนียร์ OAK 1หน้า 1200x2400mm (4""x8"")",,,,0,,,,,,,
DA,Board,DA0332,"ไม้ MDF19mm-ปิดผิววีเนียร์ OAK 1หน้า 1200x2400mm (4""x8"")",,,,0,,,,,,,
DA,Board,DA0333,"ไม้ MDF20mm-ปิดผิววีเนียร์ OAK 1หน้า 1200x2400mm (4""x8"")",,,,0,,,,,,,
DA,Board,DA0334,"ไม้ MDF25mm-ปิดผิววีเนียร์ OAK 1หน้า 1200x2400mm (4""x8"")",,,,0,,,,,,,
DA,Board,DA0335,"ไม้อัด PW4mm-ปิดผิววีเนียร์ OAK 1หน้า 2400x1200mm.(4""x8"") VLN13C (ลายขวาง)",,,4700.00,0,,,,,,,
DA,Board,DA0336,"ไม้อัด PW4mm-ปิดผิววีเนียร์ OAK VLN13C 1หน้า 1220x3050mm. (4""x10"") (ลายขวาง)",,,6700.00,0,,,,,,,
DA,Board,DA0337,"ไม้อัด PW4mm-ปิดผิววีเนียร์ OAK VLN13C (ลายตรง) 1หน้า 1200x2400mm. (4""x8"") ",,,4700.00,0,,,,,,,
DA,Board,DA0338,"ไม้อัด PW4mm-ปิดผิววีเนียร์ OAK VLN13C (ลายตรง) 1หน้า 1220x3050mm. (4""x10"") VLN13C",,,6700.00,0,,,,,,,
DA,Board,DA0339,"ไม้อัดยาง PW4mm-ปิดผิววีเนียร์ White Oak ลายภูเขา 1หน้า 1220x3300mm. (4""x11"")",,,7476.64,0,,,,,,,
DA,Board,DA0340,"ไม้อัดยาง PW4mm-ปิดผิววีเนียร์ White Oak ลายภูเขา A VNr.F-04 (เยื่อบาง) 1200x2400mm. (4""x8"")",,,620.00,0,,,,,,,
DA,Board,DA0341,"ไม้อัดยาง PW6mm-ปิดผิววีเนียร์ WhiteOak ลายภูเขา (เยื่อหนา) 1200x2400mm (4""x8"")",,,1350.00,0,,,,,,,
DA,Board,DA0342,"ไม้อัดยาง PW4mm ปิดผิววีเนียร์ ลายไม้สัก 1ด้าน 1200x2400mm (4""x8"")",,,,0,,,,,,,
DA,Board,DA0343,"ไม้อัด ไวท์โอ๊ค-PW3mm-ผิว WhiteOak 1200x2400mm. (4""x8"")",,เมโทร พาเนล จำกัด ,3000.00,0,,,,,,,
DA,Board,DA0344,"ไม้อัด ไวท์โอ๊ค-PW4mm-ผิว WhiteOak 1200x2400mm. (4""x8"")",,,,0,,,,,,,
DA,Board,DA0345,"ไม้ HDF4mm ฟิล์ม SLT#MYKA TGS-028K 1หน้า 1200x2400 (4""x8"")",,,,0,,,,,,,
DA,Board,DA0346,"ไม้ HDF4mm-ฟิล์ม SLT#MYKA TIN-006K 1หน้า 1200x2400mm (4""x8"")",241106-004,ควอลิตี้ลามิเนเตอร์ จำกัด,57.00,0,,,,,,,
DA,Board,DA0347,"ไม้ HDF4mm-ฟิล์ม SLT#MYKA TIN-006K 1หน้า 1200x2600mm (4""x8.6"")",,,,0,,,,,,,
DA,Board,DA0348,"ไม้ HDF4mm-ฟิล์ม SLT#MYKA TIN-008K 1หน้า 1200x1800mm (4""x6"")",,,,0,,,,,,,
DA,Board,DA0349,"ไม้ HMR 12mm ฟิล์ม SLT#SOIF SG-1146 2หน้า 1200x2400mm (4""x8"")",,,110.00,0,,,,,,,
DA,Board,DA0350,"ไม้ HMR 15mm ฟิล์ม SLT#SOIF SG-1146 2หน้า 1200x2400mm (4""x8"")",,,110.00,0,,,,,,,
DA,Board,DA0351,"ไม้ HMR 18mm ฟิล์ม SLT#MYKA TIN-021K 2หน้า 1200x2400mm (4""x8"")",,,,0,,,,,,,
DA,Board,DA0352,"ไม้ HMR 18mm ฟิล์ม SLT#MYKA TIN-905K 2หน้า 1200x2400mm (4""x8"")",,,,0,,,,,,,
DA,Board,DA0353,"ไม้ HMR12mm ฟิล์ม SLT#MYKATGS-004K 2หน้า 1200x2400mm (4""x8"")",,,,0,,,,,,,
DA,Board,DA0354,"ไม้ HMR18mm ฟิล์ม SLT#MYKA TIN-015K 1หน้า 1200x2400mm (4""x8"")",,,,0,,,,,,,
DA,Board,DA0355,"ไม้ HMR18mm-ฟิล์ม SLT#MYKA TIN-910K 1หน้า 1200x2400mm (4""x8"")",,,,0,,,,,,,
DA,Board,DA0356,"ไม้ HMR18mm-ฟิล์ม SLT#MYKA TIN-910K 2 หน้า 1200x2400mm (4""x8"")",,,,0,,,,,,,
DA,Board,DA0357,"ไม้ HMR30mm ฟิล์ม SLT#MYKATGS-001K 1หน้า 1200x2400mm (4""x8"")",,บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด,,0,,,,,,,
DA,Board,DA0358,"ไม้HMR12mm+HDF4mm ฟิล์ม SLT#MYKA-TGS-001K  1หน้า 1200x2600mm (4""x8.6"")",,บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด,,0,,,,,,,
DA,Board,DA0359,"ไม้HMR12mm+HDF4mm ฟิล์ม SLT#MYKA-TGS-003K  1หน้า 1200x2800mm (4""x9.3"")",,,,0,,,,,,,
DA,Board,DA0360,"ไม้HMR12mm+HDF4mm ฟิล์ม SLT#MYKATGS-010K  1หน้า 1200x2800mm (4""x9.3"")",,,,0,,,,,,,
DA,Board,DA0361,"ไม้HMR12mm+HDF4mm ฟิล์ม SLT#MYKA TIN-011K  1หน้า 1200x2600mm (4""x8.6"")",,,,0,,,,,,,
DA,Board,DA0362,"ไม้HMR12mm+HDF4mm ฟิล์ม SLT#MYKA TIN-011K 1หน้า 1200x2700mm (4""x9"")",,,,0,,,,,,,
DA,Board,DA0363,"ไม้HMR15mm+HDF4mm ฟิล์ม SLT#MYKA TGS-003K  2หน้า 1200x2400mm (4""x8"")",,,,0,,,,,,,
DA,Board,DA0364,ไม้ HMR 15mm ฟิล์ม-น้ำเงิน 2หน้า 1200x2400mm,,,,0,,,,,,,
DA,Board,DA0365,"แผ่นPlaswood20mm-ปิดผิวลามิเนต HPL H-PW200P1105 White 1200x2400mm (4""x8"")",,,,0,,,,,,,
DA,Board,DA0366,"ไม้ HMR12mm-ปิดผิวลามิเนต HPL SCA1136DA 1หน้า 1200x2400mm (4""x8"")",,,,0,,,,,,,
DA,Board,DA0367,"ไม้ MDF12mm-ปิดผิวลามิเนต HPL H-PW200P1105 White 2หน้า 1200x2400mm (4""x8"")",,,,0,,,,,,,
DA,Board,DA0368,"ไม้ MDF15mm-ปิดผิวลามิเนต HPL H-PW200P1105 White 2หน้า 1200x2400mm (4""x8"")",,,,0,,,,,,,
DA,Board,DA0369,"ไม้ MDF19mm-ปิดผิวลามิเนต HPL H-PW200P1105 White 2หน้า 1200x2400mm (4""x8"")",,,,0,,,,,,,
DA,Board,DA0370,"ไม้ MDF20mm-ปิดผิวลามิเนต GT-21-501 2หน้า 1200x2400mm (4""x8"")",,,,0,,,,,,,
DA,Board,DA0371,"ไม้ MDF25mm-ปิดผิวลามิเนต GT-21-501 2หน้า 1200x2400mm (4""x8"")",,,,0,,,,,,,
DA,Board,DA0372,"ไม้ MDF9mm-ปิดผิวลามิเนต GT-21-501 2หน้า 1200x2400mm (4""x8"")",,,,0,,,,,,,
DA,Board,DA0373,"ไม้ HMR12mm-ปิดผิวลามิเนต HPL-DXO5337D 1หน้า 1200x2400mm (4""x8"")",,,,0,,,,,,,
DA,Board,DA0374,"ไม้ HMR18mm-เมลามีน MKW101-02 1หน้า 1200x2400mm (4""x8"")",, บริษัท เอ็มเค วู้ดเทค จำกัด ,,0,,,,,,,
DA,Board,DA0375,"ไม้ MDF25mm-เมลามีน MKW101-04 1หน้า 1200x2400mm (4""x8"")",, บริษัท เอ็มเค วู้ดเทค จำกัด ,,0,,,,,,,
DA,Board,DA0376,"ไม้อัดยาง PWB12mm-เมลามีน MKW101-09 2หน้า 1200x2400mm (4""x8"")",, บริษัท เอ็มเค วู้ดเทค จำกัด ,,0,,,,,,,
DA,Board,DA0377,"ไม้ HMR15mm-เมลามีน MKW2291-09 2หน้า 1200x2400mm (4""x8"") ",, บริษัท เอ็มเค วู้ดเทค จำกัด ,,0,,,,,,,
DA,Board,DA0378,"ไม้ HMR18mm-เมลามีน MKW2291-09 2หน้า 1200x2400mm (4""x8"") ",, บริษัท เอ็มเค วู้ดเทค จำกัด ,,0,,,,,,,
DA,Board,DA0379,"ไม้ HMR15mm-เมลามีน MKW3258-15 2หน้า 1200x2400mm (4""x8"") Matt-Supergloss Gray",, บริษัท เอ็มเค วู้ดเทค จำกัด ,,0,,,,,,,
DA,Board,DA0380,ซ้ำ,, บริษัท เอ็มเค วู้ดเทค จำกัด ,,0,,,,,,,
DA,Board,DA0381,"ไม้ HMR4mm-เมลามีน MKW3258-09 2หน้า 1200x2400mm (4""x8"")",, บริษัท เอ็มเค วู้ดเทค จำกัด ,,0,,,,,,,
DA,Board,DA0382,"ไม้ MDF15mm-เมลามีน MKW3258-09 2หน้า 1200x2400mm (4""x8"")",, บริษัท เอ็มเค วู้ดเทค จำกัด ,,0,,,,,,,
DA,Board,DA0383,"ไม้ MDF19mm-เมลามีน MKW3258-09 1หน้า 1200x2400mm (4""x8"")",, บริษัท เอ็มเค วู้ดเทค จำกัด ,,0,,,,,,,
DA,Board,DA0384,"ไม้ HMR18mm-เมลามีน MKW218 2หน้า 1200x2400mm (4""x8"")",, บริษัท เอ็มเค วู้ดเทค จำกัด ,,0,,,,,,,
DA,Board,DA0385,"ไม้ HMR9mm-เมลามีน MKW218 2หน้า 1200x2400mm (4""x8"")",, บริษัท เอ็มเค วู้ดเทค จำกัด ,,0,,,,,,,
DA,Board,DA0386,"ไม้ HMR18mm-เมลามีน MKW3325 2หน้า 1200x2400mm (4""x8"")",, บริษัท เอ็มเค วู้ดเทค จำกัด ,1120.00,0,,,,,,,
DA,Board,DA0387,"ไม้ MDF19mm-เมลามีน MKW3325 2หน้า 1200x2400mm (4""x8"")",, บริษัท เอ็มเค วู้ดเทค จำกัด ,830.00,0,,,,,,,
DA,Board,DA0388,"ไม้ HMR18mm-เมลามีน MKW-5771-11 2หน้า 1200x2400mm (4""x8"")",, บริษัท เอ็มเค วู้ดเทค จำกัด ,1310.00,0,,,,,,,
DA,Board,DA0389,"ไม้ MDF19mm-เมลามีน MKW3309-06 1หน้า 1200x2400 (4""x8"")",, บริษัท เอ็มเค วู้ดเทค จำกัด ,850.00,0,,,,,,,
DA,Board,DA0390,"ไม้ MDF19mm-เมลามีน MKW400-02 2หน้า 1200x2400mm (4""x8"") BLACK",, บริษัท เอ็มเค วู้ดเทค จำกัด ,,0,,,,,,,
DA,Board,DA0391,"ไม้MDF19mm-เมลามีน สีฟ้า 2หน้า 1200x2400mm (4""x8"")",,,,0,,,,,,,
DA,Board,DA0392,"ไม้ HMR12mm-เมลามีน ลายไม้-น้ำตาลอ่อน 2หน้า 1200x2400mm (4""x8"")",,,,0,,,,,,,
DA,Board,DA0393,"ไม้ HMR18mm-เมลามีน ลายไม้-เทา 2หน้า 1200x2400mm (4""x8"")",,,,0,,,,,,,
DA,Board,DA0394,"แผ่นคอมแพค 6mm สีดำ 1200x2400mm (4""x8"")",,,,0,,,,,,,
DA,Board,DA0395,"ไม้ HMR25mm-เมลามีน MKW101-09 1หน้า 1200x2400mm (4""x8"")",,เอ็มเค วู้ดเทค จำกัด,1140.00,0,,,,,,,
DA,Board,DA0396,"แผ่นPlaswood Plus 4.5mm-เปลือย1200x2400mm (4""x8"")",, -   , -   ,0,,,,,,,
DA,Board,DA0397,"ไม้ HDF4mm-ฟิล์ม SLT#MYKA TIN-009K 1หน้า 1200x1500 (4""x5"")",,ควอลิตี้ลามิเนเตอร์ จำกัด,55.00,0,,,,,,,
DA,Board,DA0398,"ไม้ HMR12mm-ปิดผิวลามิเนต LSX AS-14139 CS99 -0.8mm 1หน้า 1200x2400mm (4""x8"")",,กลับจากหน้างาน, -   ,0,,,,,,,
DA,Board,DA0399,"ไม้อัด ไวท์โอ๊ค-PW3mm-ปิดผิว WhiteOak 1200x3000mm. (4""x10"")",, บริษัท เมโทร พาเนล จำกัด ,,0,,,,,,,
DA,Board,DA0400,"ไม้ HMR12mm-เมลามีน MKW1169-06 2หน้า 1200x2400mm (4""x8"")",,เอ็มเค วู้ดเทค จำกัด,905.00,0,,,,,,,
DA,Board,DA0401,"ไม้ HMR15mm-เมลามีน MKW1169-06 2หน้า 1200x2400mm (4""x8"")",,เอ็มเค วู้ดเทค จำกัด,990.00,0,,,,,,,
DA,Board,DA0402,"ไม้ HMR18mm-เมลามีน MKW1169-06 2หน้า 1200x2400mm (4""x8"")",,เอ็มเค วู้ดเทค จำกัด,1110.00,0,,,,,,,
DA,Board,DA0403,"ไม้อัด ไวท์โอ๊ค-PW4mm-ผิว WhiteOak 1200x2800mm. (4""x9"")",24050 Shabu Baru @ The Circle ทำประตู 5 แผ่น ลูกค้าฝาก 2 แผ่น,,,0,,,,,,,
DA,Board,DA0404,"ไม้ HMR18mm-เมลามีน MKW101-09 1หน้า 1200x2400 (4""x8"")",DJ24052 พ. ลานนา Renovation (ลานนา 3 ชั้น 1),เอ็มเค วู้ดเทค จำกัด,870.00,0,,,,,,,
DA,Board,DA0405,"ไม้ HMR9mm-เมลามีน MKW3258-09 1หน้า 1200x2400mm (4""x8"")",DJ24052 พ. ลานนา Renovation (ลานนา 3 ชั้น 1),เอ็มเค วู้ดเทค จำกัด,590.00,0,,,,,,,
DA,Board,DA0406,"ไม้ HMR15mm-เมลามีน MKW1169-02 1หน้า 1200x2400 (4""x8"")",DJ24052 พ. ลานนา Renovation (ลานนา 3 ชั้น 1),เอ็มเค วู้ดเทค จำกัด,860.00,0,,,,,,,
DA,Board,DA0407,"ไม้ HMR15mm-เมลามีน MKW1169-02 2หน้า 1200x2400 (4""x8"")",DJ24052 พ. ลานนา Renovation (ลานนา 3 ชั้น 1 ,เอ็มเค วู้ดเทค จำกัด,890.00,0,,,,,,,
DA,Board,DA0408,"ไม้อัด LVL 25mm เปลือย 250x4000mm (1""x10""x4M)",003 STORE,สุขสวัสดิ์ไม้อัดไทย จำกัด,271.03,,,,,,,,
DA,Board,DA0409,"ไม้ HMR9mm-เมลามีน MKW101-09 1หน้า 1200x2400 (4""x8"")",24052 รพ.ลานนา Renovation,เอ็มเค วู้ดเทค จำกัด,530.00,,,,,,,,
DA,Board,DA0410,"ไม้ HDF4mm--ฟิล์ม MYKA#TIN-011K 1หน้า 1200x2400mm (4""x8"")",POF241212-002 24030 Legacy Clubhouse,ควอลิตี้ลามิเนเตอร์ จำกัด,57.00,,,,,,,,
DA,Board,DA0411,"ไม้ HDF4mm-ฟิล์ม MYKA#TIN-008K 1หน้า 1200x2250mm (4""x7.5"")",POF241212-003 24052 รพ.ลานนา Renovation,ควอลิตี้ลามิเนเตอร์ จำกัด,57.00,,,,,,,,
DA,Board,DA0412,ไม้เต็งแปรรูป 1x1x350mm,24050 Shabu Baru @The Circle,,,,,,,,,,
DA,Board,DA0413,ไม้เต็งแปรรูป 1x1x400mm,24050 Shabu Baru @The Circle,,,,,,,,,,
DA,Board,DA0414,"ไม้ HMR25mm-เมลามีน MKW12180-11 2หน้า 1200x2400 (4""x8"")",POF241203-002 24030 Legacy Clubhouse,เอ็มเค วู้ดเทค จำกัด,1350.00,,,,,,,,
DA,Board,DA0415,"ไม้ HDF4mm-เปลือย - - 1200x2250 (4""x7.5"")",,,,,,,,,,,
DA,Board,DA0416,"ไม้ HMR25mm-เมลามีน MD203 Grey 2หน้า 1200x2400mm (4""x8"")",,,,,,,,,,,
DA,Board,DA0417,"ไม้ OAK 6/4 38mm-สีไม้ธรรมชาติ (1.5""x6""x10"")",,,,,,,,,,,
DA,Board,DA0418,"ไม้ OAK 6/4 38mm-สีไม้ธรรมชาติ (1.5""x5""x11"")",,,,,,,,,,,
DA,Board,DA0419,"ไม้ MDF19mm-เมลามีน 265 2หน้า 1200x2400mm (4""x8"")",,,,,,,,,,,
DA,Board,DA0420,"ไม้ OAK 5mm-เปลือย 140x2400mm (0.4""x8"")",,,,,,,,,,,
DA,Board,DA0421,"ไม้ OAK 5mm-เปลือย 160x2400mm (0.5""x8"")",,,,,,,,,,,
DA,Board,DA0422,"แผ่นคอมแพค12mm ปิดผิวลามิเนต-สีขาว 1200x5000mm (4""x16.6"")",,,,,,,,,,,
DA,Board,DA0423,ไม้เต็งแปรรูป 1x20x3000mm,,,,,,,,,,,
DA,Board,DA0424,"ไม้ HMR36mm-เมลามีน MKW101-09 2หน้า 1200x2400mm (4""x8"")",,สุขสวัสดิ์ไม้อัดไทย จำกัด,,,,,,,,,
DA,Board,DA0425,"ไม้อัด 15mm ฟิล์ม-LannaThree-สีดำ 1200x2400mm (4""x8"")",POF250113-001 24030 Legacy Clubhouse งานแผ่นรองนั่งรถกอล์ฟ,สุขสวัสดิ์ไม้อัดไทย จำกัด,485.98,,,,,,,,
DA,Board,DA0426,"ไม้ HMR15mm-เมลามีน MKW-101-03 2หน้า 1200x2400mm (4""x8"")",POF250207-001 25001 PCG office ตึกแมว ตู้รองเท้า,บริษัท เอ็มเค วู้ดเทค จำกัด,760.00,,,,,,,,
DA,Board,DA0427,"ไม้ HMR15mm-เมลามีน MKW-7651-03 2หน้า 1200x2400mm (4""x8"")",POF250207-001 25001 PCG office ตึกแมว ตู้รองเท้า,บริษัท เอ็มเค วู้ดเทค จำกัด,820.00,,,,,,,,
DA,Board,DA0428,"ไม้ HMR15mm-เมลามีน MKW-4863-03 2หน้า 1200x2400mm (4""x8"")",POF250207-001 25001 PCG office ตึกแมว ตู้รองเท้า,บริษัท เอ็มเค วู้ดเทค จำกัด,890.00,,,,,,,,
DA,Board,DA0429,"ไม้ ASH4mm-ลายภูเขา 2หน้า 1200x2400mm (4""x8"")",DJ25003งานปรับปรุงอาคารไพโรจน์กิจจา,บริษัท สุขสวัสดิ์ไม้อัดไทย จำกัด,303.74,,,,,,,,
